CustomerID,CustomerName,CustomerCategoryName,PrimaryContact,PhoneNumber,FaxNumber,WebsiteURL,DeliveryMethod,CityName
1045,Matteo Cattaneo,Supermarket,Matteo Cattaneo,(229) 555-0100,(229) 555-0101,http://www.microsoft.com/,Delivery Van,Nicholson
1046,Christian Couet,Computer Store,Christian Couet,(212) 555-0100,(212) 555-0101,http://www.microsoft.com/,Delivery Van,Great Neck
1047,Ivana Hadrabova,Computer Store,Ivana Hadrabova,(603) 555-0100,(603) 555-0101,http://www.microsoft.com/,Delivery Van,Lancaster
1048,Abhra Ganguly,Gift Store,Abhra Ganguly,(212) 555-0100,(212) 555-0101,http://www.microsoft.com/,Delivery Van,Walker Valley
1049,Amet Shergill,Corporate,Amet Shergill,(303) 555-0100,(303) 555-0101,http://www.microsoft.com/,Delivery Van,Yampa
1050,Amrita Ganguly,Supermarket,Amrita Ganguly,(787) 555-0100,(787) 555-0101,http://www.microsoft.com/,Delivery Van,Palmas del Mar
1051,Sylvie Laramee,Gift Store,Sylvie Laramee,(787) 555-0100,(787) 555-0101,http://www.microsoft.com/,Delivery Van,Isabela
1052,Ian Olofsson,Supermarket,Ian Olofsson,(339) 555-0100,(339) 555-0101,http://www.microsoft.com/,Delivery Van,Liberty Plain
1053,Luis Saucedo,Computer Store,Luis Saucedo,(210) 555-0100,(210) 555-0101,http://www.microsoft.com/,Delivery Van,Linden
1054,Emma Salpa,Supermarket,Emma Salpa,(205) 555-0100,(205) 555-0101,http://www.microsoft.com/,Delivery Van,Rogersville
1055,Adriana Pena,Computer Store,Adriana Pena,(252) 555-0100,(252) 555-0101,http://www.microsoft.com/,Delivery Van,Roberta Mill
1056,Kalyani Benjaree,Corporate,Kalyani Benjaree,(212) 555-0100,(212) 555-0101,http://www.microsoft.com/,Delivery Van,Bowmansville
1057,Ganesh Majumdar,Computer Store,Ganesh Majumdar,(217) 555-0100,(217) 555-0101,http://www.microsoft.com/,Delivery Van,Orland Hills
1058,Jaroslav Fisar,Gift Store,Jaroslav Fisar,(215) 555-0100,(215) 555-0101,http://www.microsoft.com/,Delivery Van,Sigel
1059,Jibek Juniskyzy,Supermarket,Jibek Juniskyzy,(217) 555-0100,(217) 555-0101,http://www.microsoft.com/,Delivery Van,Ellisville
1060,Anand Mudaliyar,Corporate,Anand Mudaliyar,(206) 555-0100,(206) 555-0101,http://www.microsoft.com/,Delivery Van,Midland
1061,Agrita Abele,Computer Store,Agrita Abele,(206) 555-0100,(206) 555-0101,http://www.microsoft.com/,Delivery Van,Long Beach
