CustomerID,CustomerName,CustomerCategoryName,PrimaryContact,PhoneNumber,FaxNumber,WebsiteURL,DeliveryMethod,CityProvince
993,Gasper Havzija,Gift Store,Gasper Havzija,(314) 555-0100,(314) 555-0101,http://www.microsoft.com/GasperHavzija/,Delivery Van,Shell Knob (Missouri)
994,Libuse Kuchtova,Supermarket,Libuse Kuchtova,(210) 555-0100,(210) 555-0101,http://www.microsoft.com/LibuseKuchtova/,Delivery Van,Van Alstyne (Texas)
995,Kumar Naicker,Novelty Shop,Kumar Naicker,(262) 555-0100,(262) 555-0101,http://www.microsoft.com/KumarNaicker/,Delivery Van,Oconto Falls (Wisconsin)
996,Laszlo Gardenier,Gift Store,Laszlo Gardenier,(215) 555-0100,(215) 555-0101,http://www.microsoft.com/LaszloGardenier/,Delivery Van,Marion Hill (Pennsylvania)
997,Nada Ana Slosar,Supermarket,Nada Ana Slosar,(239) 555-0100,(239) 555-0101,http://www.microsoft.com/NadaAnaSlosar/,Delivery Van,Cloud Lake (Florida)
998,Mahavir Sonkar,Computer Store,Mahavir Sonkar,(505) 555-0100,(505) 555-0101,http://www.microsoft.com/MahavirSonkar/,Delivery Van,Pastura (New Mexico)
999,Kristi Part,Supermarket,Kristi Part,(702) 555-0100,(702) 555-0101,http://www.microsoft.com/KristiPart/,Delivery Van,Yerington (Nevada)
1000,Krishnam Allu,Novelty Shop,Krishnam Allu,(405) 555-0100,(405) 555-0101,http://www.microsoft.com/KrishnamAllu/,Delivery Van,Catesby (Oklahoma)
1001,Dinh Mai,Computer Store,Dinh Mai,(210) 555-0100,(210) 555-0101,http://www.microsoft.com/,Delivery Van,Dorchester (Texas)
1002,Stefan Selezeanu,Computer Store,Stefan Selezeanu,(212) 555-0100,(212) 555-0101,http://www.microsoft.com/,Delivery Van,Copake (New York)
1003,Hue Ton,Supermarket,Hue Ton,(252) 555-0100,(252) 555-0101,http://www.microsoft.com/,Delivery Van,Holden Beach (North Carolina)
1004,Drishti Bose,Gift Store,Drishti Bose,(479) 555-0100,(479) 555-0101,http://www.microsoft.com/,Delivery Van,Wesson (Arkansas)
1005,Bhadram Kamasamudram,Novelty Shop,Bhadram Kamasamudram,(802) 555-0100,(802) 555-0101,http://www.microsoft.com/,Delivery Van,Wells (Vermont)
1006,Taj Syme,Novelty Shop,Taj Syme,(216) 555-0100,(216) 555-0101,http://www.microsoft.com/,Delivery Van,Oakshade (Ohio)
1007,Irma Berzina,Corporate,Irma Berzina,(458) 555-0100,(458) 555-0101,http://www.microsoft.com/,Delivery Van,Newberg (Oregon)
1008,Vedrana Kovacevic,Novelty Shop,Vedrana Kovacevic,(479) 555-0100,(479) 555-0101,http://www.microsoft.com/,Delivery Van,Reader (Arkansas)
1009,Bhagavateeprasaad Malladi,Computer Store,Bhagavateeprasaad Malladi,(479) 555-0100,(479) 555-0101,http://www.microsoft.com/,Delivery Van,Greenfield (Arkansas)
1010,Serdar ozCelik,Supermarket,Serdar ozCelik,(210) 555-0100,(210) 555-0101,http://www.microsoft.com/,Delivery Van,Dawn (Texas)
1011,Rajeev Sandhu,Gift Store,Rajeev Sandhu,(458) 555-0100,(458) 555-0101,http://www.microsoft.com/,Delivery Van,Wasco (Oregon)
1012,Urve Kasesalu,Corporate,Urve Kasesalu,(319) 555-0100,(319) 555-0101,http://www.microsoft.com/,Delivery Van,Cherokee (Iowa)
1013,Annette  Hetu,Computer Store,Annette  Hetu,(405) 555-0100,(405) 555-0101,http://www.microsoft.com/,Delivery Van,Hanna (Oklahoma)
1014,Narendra Tickoo,Novelty Shop,Narendra Tickoo,(803) 555-0100,(803) 555-0101,http://www.microsoft.com/,Delivery Van,Dillon (South Carolina)
1015,Isa Hulsegge,Computer Store,Isa Hulsegge,(252) 555-0100,(252) 555-0101,http://www.microsoft.com/,Delivery Van,Saxapahaw (North Carolina)
1016,Aive Petrov,Supermarket,Aive Petrov,(316) 555-0100,(316) 555-0101,http://www.microsoft.com/,Delivery Van,Virgil (Kansas)
1017,David Novacek ,Gift Store,David Novacek ,(423) 555-0100,(423) 555-0101,http://www.microsoft.com/,Delivery Van,Corryton (Tennessee)
1018,Nils Kaulins,Computer Store,Nils Kaulins,(406) 555-0100,(406) 555-0101,http://www.microsoft.com/,Delivery Van,Greycliff (Montana)
1019,Dhanishta Pullela,Novelty Shop,Dhanishta Pullela,(304) 555-0100,(304) 555-0101,http://www.microsoft.com/,Delivery Van,Gallipolis Ferry (West Virginia)
1020,Hai Banh,Computer Store,Hai Banh,(252) 555-0100,(252) 555-0101,http://www.microsoft.com/,Delivery Van,Claremont (North Carolina)
1021,Fabrice Cloutier,Supermarket,Fabrice Cloutier,(252) 555-0100,(252) 555-0101,http://www.microsoft.com/,Delivery Van,Staley (North Carolina)
1022,Nadir Seddigh,Computer Store,Nadir Seddigh,(907) 555-0100,(907) 555-0101,http://www.microsoft.com/,Delivery Van,Biorka (Alaska)
1023,Farzana Habibi,Corporate,Farzana Habibi,(219) 555-0100,(219) 555-0101,http://www.microsoft.com/,Delivery Van,Brookville (Indiana)
1024,Arka Chatterjee,Supermarket,Arka Chatterjee,(303) 555-0100,(303) 555-0101,http://www.microsoft.com/,Delivery Van,Byers (Colorado)
1025,Tuulikki Linna,Gift Store,Tuulikki Linna,(217) 555-0100,(217) 555-0101,http://www.microsoft.com/,Delivery Van,Otterville (Illinois)
1026,Daniella Cavalcante,Computer Store,Daniella Cavalcante,(405) 555-0100,(405) 555-0101,http://www.microsoft.com/,Delivery Van,Ravia (Oklahoma)
1027,Serdar ozden,Corporate,Serdar ozden,(319) 555-0100,(319) 555-0101,http://www.microsoft.com/,Delivery Van,Richland (Iowa)
1028,Emma Van Zant,Gift Store,Emma Van Zant,(303) 555-0100,(303) 555-0101,http://www.microsoft.com/,Delivery Van,Wray (Colorado)
1029,Veronika Necesana,Novelty Shop,Veronika Necesana,(218) 555-0100,(218) 555-0101,http://www.microsoft.com/,Delivery Van,Dover (Minnesota)
1030,Chompoo Atitarn,Computer Store,Chompoo Atitarn,(603) 555-0100,(603) 555-0101,http://www.microsoft.com/,Delivery Van,Ashland (New Hampshire)
1031,Dipti Shah,Gift Store,Dipti Shah,(216) 555-0100,(216) 555-0101,http://www.microsoft.com/,Delivery Van,Scioto Furnace (Ohio)
1032,Som Mukherjee,Novelty Shop,Som Mukherjee,(385) 555-0100,(385) 555-0101,http://www.microsoft.com/,Delivery Van,Moroni (Utah)
1033,Cuneyt Arslan,Supermarket,Cuneyt Arslan,(405) 555-0100,(405) 555-0101,http://www.microsoft.com/,Delivery Van,Komalty (Oklahoma)
1034,Aishwarya Dantuluri,Novelty Shop,Aishwarya Dantuluri,(209) 555-0100,(209) 555-0101,http://www.microsoft.com/,Delivery Van,Biggs (California)
1035,Manjunatha Karnik,Computer Store,Manjunatha Karnik,(405) 555-0100,(405) 555-0101,http://www.microsoft.com/,Delivery Van,Wright City (Oklahoma)
1036,Erik Malk,Computer Store,Erik Malk,(406) 555-0100,(406) 555-0101,http://www.microsoft.com/,Delivery Van,Basin (Montana)
1037,David Jaramillo,Corporate,David Jaramillo,(803) 555-0100,(803) 555-0101,http://www.microsoft.com/,Delivery Van,Ridgeway (South Carolina)
1038,Damodara Trivedi,Gift Store,Damodara Trivedi,(210) 555-0100,(210) 555-0101,http://www.microsoft.com/,Delivery Van,Tarzan (Texas)
1039,Bhaamini Palagummi,Gift Store,Bhaamini Palagummi,(212) 555-0100,(212) 555-0101,http://www.microsoft.com/,Delivery Van,Lake Mohegan (New York)
1040,Damodar Shenoy,Novelty Shop,Damodar Shenoy,(229) 555-0100,(229) 555-0101,http://www.microsoft.com/,Delivery Van,Scott (Georgia)
1041,Tomo Vidovic,Supermarket,Tomo Vidovic,(207) 555-0100,(207) 555-0101,http://www.microsoft.com/,Delivery Van,Tremont (Maine)
1042,Nguyen Banh,Novelty Shop,Nguyen Banh,(239) 555-0100,(239) 555-0101,http://www.microsoft.com/,Delivery Van,Florahome (Florida)
1043,Raj Verma,Corporate,Raj Verma,(203) 555-0100,(203) 555-0101,http://www.microsoft.com/,Delivery Van,Colebrook (Connecticut)
1044,Hanita Nookala,Novelty Shop,Hanita Nookala,(225) 555-0100,(225) 555-0101,http://www.microsoft.com/,Delivery Van,Meaux (Louisiana)
1045,Matteo Cattaneo,Supermarket,Matteo Cattaneo,(229) 555-0100,(229) 555-0101,http://www.microsoft.com/,Delivery Van,Nicholson (Georgia)
1046,Christian Couet,Computer Store,Christian Couet,(212) 555-0100,(212) 555-0101,http://www.microsoft.com/,Delivery Van,Great Neck (New York)
1047,Ivana Hadrabova,Computer Store,Ivana Hadrabova,(603) 555-0100,(603) 555-0101,http://www.microsoft.com/,Delivery Van,Lancaster (New Hampshire)
1048,Abhra Ganguly,Gift Store,Abhra Ganguly,(212) 555-0100,(212) 555-0101,http://www.microsoft.com/,Delivery Van,Walker Valley (New York)
1049,Amet Shergill,Corporate,Amet Shergill,(303) 555-0100,(303) 555-0101,http://www.microsoft.com/,Delivery Van,Yampa (Colorado)
1050,Amrita Ganguly,Supermarket,Amrita Ganguly,(787) 555-0100,(787) 555-0101,http://www.microsoft.com/,Delivery Van,Palmas del Mar (Puerto Rico - US Territory)
1051,Sylvie Laramee,Gift Store,Sylvie Laramee,(787) 555-0100,(787) 555-0101,http://www.microsoft.com/,Delivery Van,Isabela (Puerto Rico - US Territory)
1052,Ian Olofsson,Supermarket,Ian Olofsson,(339) 555-0100,(339) 555-0101,http://www.microsoft.com/,Delivery Van,Liberty Plain (Massachusetts[E])
1053,Luis Saucedo,Computer Store,Luis Saucedo,(210) 555-0100,(210) 555-0101,http://www.microsoft.com/,Delivery Van,Linden (Texas)
1054,Emma Salpa,Supermarket,Emma Salpa,(205) 555-0100,(205) 555-0101,http://www.microsoft.com/,Delivery Van,Rogersville (Alabama)
1055,Adriana Pena,Computer Store,Adriana Pena,(252) 555-0100,(252) 555-0101,http://www.microsoft.com/,Delivery Van,Roberta Mill (North Carolina)
1056,Kalyani Benjaree,Corporate,Kalyani Benjaree,(212) 555-0100,(212) 555-0101,http://www.microsoft.com/,Delivery Van,Bowmansville (New York)
1057,Ganesh Majumdar,Computer Store,Ganesh Majumdar,(217) 555-0100,(217) 555-0101,http://www.microsoft.com/,Delivery Van,Orland Hills (Illinois)
1058,Jaroslav Fisar,Gift Store,Jaroslav Fisar,(215) 555-0100,(215) 555-0101,http://www.microsoft.com/,Delivery Van,Sigel (Pennsylvania)
1059,Jibek Juniskyzy,Supermarket,Jibek Juniskyzy,(217) 555-0100,(217) 555-0101,http://www.microsoft.com/,Delivery Van,Ellisville (Illinois)
1060,Anand Mudaliyar,Corporate,Anand Mudaliyar,(206) 555-0100,(206) 555-0101,http://www.microsoft.com/,Delivery Van,Midland (Washington)
1061,Agrita Abele,Computer Store,Agrita Abele,(206) 555-0100,(206) 555-0101,http://www.microsoft.com/,Delivery Van,Long Beach (Washington)
